T14,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
496,Mongolia,2015,Balance of Payments: Capital account (millions of US dollars),116,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2018,Balance of Payments: Capital account (millions of US dollars),88,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2019,Balance of Payments: Capital account (millions of US dollars),161,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2020,Balance of Payments: Capital account (millions of US dollars),103,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,1985,Balance of Payments: Financial account (millions of US dollars),-730,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,1995,Balance of Payments: Financial account (millions of US dollars),49,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2010,Balance of Payments: Financial account (millions of US dollars),-794,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2015,Balance of Payments: Financial account (millions of US dollars),"-1,056",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2018,Balance of Payments: Financial account (millions of US dollars),"-1,979",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2019,Balance of Payments: Financial account (millions of US dollars),"-2,225",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
496,Mongolia,2020,Balance of Payments: Financial account (millions of US dollars),-817,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2010,Balance of Payments: Current account (millions of US dollars),-852,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2015,Balance of Payments: Current account (millions of US dollars),-443,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2018,Balance of Payments: Current account (millions of US dollars),-943,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2019,Balance of Payments: Current account (millions of US dollars),-837,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2020,Balance of Payments: Current account (millions of US dollars),"-1,235",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2010,Balance of Payments: Capital account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2015,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2019,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2020,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2010,Balance of Payments: Financial account (millions of US dollars),-848,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2015,Balance of Payments: Financial account (millions of US dollars),-328,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2018,Balance of Payments: Financial account (millions of US dollars),-805,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2019,Balance of Payments: Financial account (millions of US dollars),-965,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
499,Montenegro,2020,Balance of Payments: Financial account (millions of US dollars),"-1,182",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,1995,Balance of Payments: Current account (millions of US dollars),-2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2010,Balance of Payments: Current account (millions of US dollars),-19,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2015,Balance of Payments: Current account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2018,Balance of Payments: Current account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,1995,Balance of Payments: Capital account (millions of US dollars),7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2010,Balance of Payments: Capital account (millions of US dollars),13,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2015,Balance of Payments: Capital account (millions of US dollars),14,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2018,Balance of Payments: Capital account (millions of US dollars),2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,1995,Balance of Payments: Financial account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2010,Balance of Payments: Financial account (millions of US dollars),-6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2015,Balance of Payments: Financial account (millions of US dollars),4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
500,Montserrat,2018,Balance of Payments: Financial account (millions of US dollars),7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,1985,Balance of Payments: Current account (millions of US dollars),-891,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,1995,Balance of Payments: Current account (millions of US dollars),"-1,186",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2010,Balance of Payments: Current account (millions of US dollars),"-3,925",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2015,Balance of Payments: Current account (millions of US dollars),"-2,161",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2018,Balance of Payments: Current account (millions of US dollars),"-6,205",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2019,Balance of Payments: Current account (millions of US dollars),"-4,407",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2020,Balance of Payments: Current account (millions of US dollars),"-1,633",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2015,Balance of Payments: Capital account (millions of US dollars),1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2020,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,1985,Balance of Payments: Financial account (millions of US dollars),-847,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,1995,Balance of Payments: Financial account (millions of US dollars),-801,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
504,Morocco,2010,Balance of Payments: Financial account (millions of US dollars),"-4,092",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
